frag	phylostrata	avg_mainAge
19_9694877_9695613	14	MM
19_9729452_9732260	14	MM
19_9785432_9786101	14	MM
19_9810801_9812069	14	MM
19_986107_1017627	3.33333333333333	EM
19_9875245_9884726	12	MM
19_9938050_9943483	4	EM
2_100101247_100112316	2	UC
2_100718771_100723132	4	EM
2_10081378_10096181	4	EM
2_101032195_101034869	8	EM
2_101177731_101184203	2	UC
2_101611377_101620994	1	UC
2_10178090_10184705	6	EM
2_101867783_101871000	2	UC
2_101889382_101890412	6	EM
2_101920536_101925440	6	EM
2_102003700_102004917	2	UC
2_102090307_102095733	11	MM
2_10211805_10223502	13	MM
2_102310610_102325116	4	EM
2_102595844_102609611	8	EM
2_10261498_10264814	1	UC
2_102679617_102694507	8	EM
2_103033865_103036204	8	EM
2_103087870_103093852	1	UC
2_103231949_103237151	1	UC
2_103352757_103353693	4.5	EM
2_10441046_10446970	2	UC
2_105466818_105475583	4	EM
2_105650026_105656616	1	UC
2_105857989_105868775	5	EM
2_10587642_10590138	1	UC
2_105936586_105955439	4	EM
2_106051111_106058475	5	EM
2_106358143_106363006	6	EM
2_106673476_106683067	8	EM
2_106800313_106811645	1	UC
2_10826231_10834109	2	UC
2_10861240_10866255	9	EM
2_109061063_109066640	6	EM
2_109144635_109152181	2	UC
2_109402571_109408318	4	EM
2_10949502_10957268	2	UC
2_109605284_109605960	8	EM
2_109738823_109747323	5	EM
2_10977784_10988543	2	UC
2_110370212_110374779	5.5	EM
2_11044486_11054579	1	UC
2_110853831_110878761	9	EM
2_111488837_111492524	2	UC
2_111872736_111883621	8	EM
2_112653741_112658347	7	EM
2_11272832_11276344	5	EM
2_112809454_112815840	2	UC
2_11291241_11301503	6	EM
2_113011500_113012800	2	UC
2_113021996_113034823	8	EM
2_113236566_113241621	2	UC
2_113292356_113300825	2	UC
2_113334730_113345562	3	UC
2_113402487_113405754	1	UC
2_113478564_113481635	2	UC
2_113521473_113525715	5	EM
2_113539306_113543503	11	MM
2_113592713_113594483	8	EM
2_113666190_113670842	12	MM
2_11368838_11384925	5	EM
2_113728243_113743850	10	MM
2_113824647_113825894	10	MM
2_113863904_113867907	10	MM
2_113913603_113916572	8	EM
2_113922865_113938924	8	EM
2_113990433_113999327	6	EM
2_114032805_114042576	6	EM
2_114645986_114651473	2	UC
2_11476976_11489597	5	EM
2_11597935_11613578	8	EM
2_11671529_11676470	5	EM
2_11805954_11812417	12	MM
2_11812418_11821081	2	UC
2_11862104_11866370	2	UC
2_118749134_118755558	2	UC
2_118765903_118775340	2	UC
2_11885173_11887693	2	UC
2_119588638_119602891	6	EM
2_119602892_119614586	6	EM
2_119979327_119985283	1	UC
2_120116937_120129845	2	UC
2_120432721_120439183	4	EM
2_120513542_120518269	4	EM
2_120765833_120776904	4	EM
2_121103112_121117613	6	EM
2_122287010_122290520	2	UC
2_122395159_122410752	2	UC
2_122494151_122497529	2	UC
2_127410265_127419947	8	EM
2_127856362_127868517	5	EM
2_127967838_127978369	2	UC
2_128050745_128053067	1	UC
2_128136009_128148528	2	UC
2_128174241_128190672	6	EM
2_128283551_128287647	2	UC
2_128400303_128422840	5	EM
2_128434304_128444106	2	UC
2_128454454_128461742	2	UC
2_12855737_12861599	4	EM
2_128566689_128573696	2	UC
2_128640632_128644878	1	UC
2_128774236_128794817	5	EM
2_128848542_128849296	2	UC
2_129073888_129077960	4	EM
2_131099403_131108037	1.5	UC
2_131111894_131127184	6	EM
2_131505754_131518013	10	MM
2_131850103_131852483	8	EM
2_131860828_131862553	6	EM
2_134875525_134884121	5	EM
2_135473634_135478743	4	EM
2_135596054_135596900	1	UC
2_135671892_135679817	4	EM
2_135802516_135805429	2	UC
2_135805430_135815559	2	UC
2_136274798_136288941	2	UC
2_136496262_136506723	2	UC
2_136566352_136579822	1	UC
2_136588697_136601860	1	UC
2_136624634_136636937	2	UC
2_136741463_136749415	1	UC
2_136869013_136876153	8	EM
2_138721229_138721933	5	EM
2_139256825_139262039	2	UC
2_139535908_139548805	8	EM
2_143631021_143635308	1	UC
2_143846270_143853894	5	EM
2_145272823_145276120	6	EM
2_148599900_148603822	4	EM
2_148777364_148780994	5	EM
2_149400624_149414992	2	UC
2_149627006_149637498	2	UC
2_149894508_149898355	6	EM
2_150444008_150449018	2	UC
2_152113602_152121635	7	EM
2_152144313_152149182	8	EM
2_152590375_152593923	6	EM
2_152684019_152693679	2	UC
2_153029517_153035454	3	UC
2_153573680_153582523	5	EM
2_154331671_154338431	8	EM
2_15697232_15701484	2	UC
2_157197937_157201343	6	EM
2_157289370_157295334	1	UC
2_15730620_15735809	2	UC
2_158183296_158184337	9	EM
2_158344257_158346093	8	EM
2_158474399_158485896	4	EM
2_158732161_158733757	4	EM
2_158847877_158860615	4	EM
2_159301561_159317506	3	UC
2_159651100_159652029	15	MM
2_160140370_160152626	4	EM
2_160470703_160474295	4	EM
2_160566210_160569302	8	EM
2_160654071_160656001	8	EM
2_16072331_16091526	5	EM
2_161118240_161134025	3.5	EM
2_161993028_161994818	8	EM
2_162013468_162020247	8	EM
2_162162614_162169818	2	UC
2_162270764_162275756	8	EM
2_162278434_162285226	2	UC
2_163174432_163180817	3	UC
2_165469346_165478648	4	EM
2_165693725_165698989	8	EM
2_165699930_165700496	8	EM
2_165808925_165817704	2	UC
2_166059628_166064535	2	UC
2_166095630_166096411	2	UC
2_166323057_166326397	5	EM
2_166649692_166654769	5	EM
2_166809901_166819465	2	UC
2_167350225_167353208	2	UC
2_16840881_16848121	6	EM
2_169102411_169104921	2	UC
2_169312386_169314227	2	UC
2_169641295_169644449	5	EM
2_169750883_169763327	5	EM
2_169769274_169771242	2	UC
2_170366001_170370398	7	EM
2_170428307_170440585	6	EM
2_170440586_170441374	2	UC
2_170549764_170553841	5	EM
2_170644537_170650434	2	UC
2_170672129_170682552	1	UC
2_171568282_171575554	6	EM
2_171664227_171675881	1	UC
2_171776833_171787969	2	UC
2_172083972_172093099	2	UC
2_172290490_172294817	3	UC
2_172376964_172380957	2	UC
2_172543827_172548319	2	UC
2_172778510_172793254	2	UC
2_172859773_172867922	1.5	UC
2_172946170_172950208	3	UC
2_172966044_172973100	8	EM
2_173282693_173294593	5	EM
2_173322334_173335974	5	EM
2_173417221_173422308	2	UC
2_174217350_174222347	3	UC
2_174816659_174839849	6	EM
2_1748556_1752480	2	UC
2_174984043_174994844	1	UC
2_175111170_175113632	1	UC
2_175195359_175208499	4	EM
2_175259478_175260770	2	UC
2_175350781_175352538	1	UC
2_175434504_175444098	2	UC
2_175544373_175551192	2	UC
2_175628190_175631403	8	EM
2_175866984_175871581	4	EM
2_176031379_176038151	4	EM
2_176038152_176050470	1	UC
2_176865968_176867609	2	UC
2_176940241_176955984	8	EM
2_176955985_176958775	10	MM
2_176961158_176967522	8	EM
2_176967523_176969046	8	EM
2_176969047_176976051	8	EM
2_17698301_17700716	10	MM
2_176985034_176991384	6	EM
2_176991718_176999629	11	MM
2_176999630_177004368	8	EM
2_177013623_177015550	8	EM
2_177015551_177019218	8	EM
2_177046017_177057406	10	MM
2_177132372_177135500	2	UC
2_178073399_178083391	2	UC
2_178125221_178130928	8	EM
2_178255995_178260243	4.5	EM
2_178416356_178422862	2	UC
2_178482294_178490892	2	UC
2_178971320_178975354	2	UC
2_179055904_179060224	2	UC
2_17926946_17936687	2	UC
2_179314763_179316334	4.5	EM
2_179334211_179346117	6	EM
2_17981026_17982029	2	UC
2_179913977_179920956	6	EM
2_179985855_179990710	6	EM
2_180127943_180132960	6	EM
2_180869849_180873417	2	UC
2_181826779_181834290	2	UC
2_181844443_181846639	2	UC
2_182319283_182329022	4	EM
2_182542400_182551785	6.5	EM
2_182756077_182758604	6	EM
2_182818669_182824502	8	EM
2_183383196_183401256	2	UC
2_183579717_183581537	5	EM
2_183728792_183735215	4	EM
2_183900835_183909151	2	UC
2_183942459_183944129	2	UC
2_183979999_183984884	2	UC
2_185462469_185464322	8	EM
2_187346795_187359398	2	UC
2_187359727_187364693	15	MM
2_18737770_18742698	1	UC
2_187454374_187456531	5	EM
2_188312875_188314531	6	EM
2_190043455_190053152	1	UC
2_190303109_190308461	2	UC
2_190522807_190529243	2	UC
2_190533750_190540702	4	EM
2_190623818_190627593	1	UC
2_190627594_190635383	1	UC
2_190646614_190649093	2	UC
2_190649094_190653625	3	UC
2_190741657_190744476	11	MM
2_190926522_190935861	5	EM
2_191207572_191209975	2.5	UC
2_191271841_191274514	2	UC
2_191394777_191401014	8	EM
2_191511257_191511511	5	EM
2_191745037_191753831	1	UC
2_191877639_191893225	8	EM
2_192015598_192021145	8	EM
2_192103709_192115554	2	UC
2_192541324_192543281	1	UC
2_192705523_192718847	8	EM
2_193058734_193063525	7	EM
2_19551658_19560016	6	EM
2_196438075_196440844	4	EM
2_196922711_196936839	2	UC
2_197036285_197047320	8	EM
2_197664033_197666777	2	UC
2_197674833_197675147	9	EM
2_197788703_197792714	5	EM
2_198059736_198063912	1	UC
2_198168306_198182669	1	UC
2_198266117_198268819	2	UC
2_198299043_198312887	2	UC
2_198363223_198366980	1	UC
2_198378125_198396244	1.5	UC
2_198564610_198574100	1	UC
2_198668910_198670337	4	EM
2_200335376_200339736	8	EM
2_200813322_200821129	4	EM
2_20099736_20102869	4	EM
2_201169640_201173823	6	EM
2_201372793_201375257	8.5	EM
2_201381888_201386330	9	EM
2_201449367_201453446	1	UC
2_201674570_201682361	2	UC
2_201729322_201732072	2	UC
2_201746450_201757573	1	UC
2_201757574_201765917	1	UC
2_201822381_201832549	2	UC
2_20184602_20196835	2	UC
2_201931658_201944815	6	EM
2_201975801_201981922	8	EM
2_202040793_202047685	8	EM
2_202092012_202114843	5	EM
2_20210959_20214767	8	EM
2_202214544_202224837	4	EM
2_202247102_202253590	8	EM
2_202315723_202317308	6	EM
2_202643601_202647623	4	EM
2_202650409_202660431	4	EM
2_203117203_203131625	1	UC
2_203131695_203142408	1	UC
2_203142744_203144011	1	UC
2_203496670_203501257	4	EM
2_203736335_203751810	3	UC
2_203775636_203777312	3	UC
2_203875132_203882487	2	UC
2_204102624_204107222	5	EM
2_20549888_20554524	2	UC
2_20646104_20649778	2	UC
2_206543284_206549313	8	EM
2_206624678_206641859	8	EM
2_206947984_206951990	4	EM
2_207023009_207026087	1.5	UC
2_207026883_207029989	2	UC
2_207138608_207145462	9	EM
2_207305427_207314172	6	EM
2_207575410_207593126	8	EM
2_207629540_207631108	5.5	EM
2_207800586_207806524	8	EM
2_208392966_208398769	4	EM
2_208487189_208498012	1	UC
2_20849387_20856698	4	EM
2_20857075_20873217	8	EM
2_208575060_208578449	2	UC
2_208630833_208640808	5	EM
2_209009637_209011351	8	EM
2_209026471_209035444	10	MM
2_209118065_209122124	1	UC
2_209129299_209137899	1.5	UC
2_21018803_21033057	2	UC
2_210285850_210289936	6	EM
2_211030130_211037931	8	EM
2_211086927_211091873	1	UC
2_211340198_211345534	1.5	UC
2_21255865_21267811	6	EM
2_214011340_214018497	8	EM
2_214147251_214150607	2	UC
2_215670462_215675134	2	UC
2_216172445_216180894	1	UC
2_216298228_216302717	8	EM
2_216940809_216952390	3.5	EM
2_216966722_216983675	2	UC
2_217233989_217237529	5	EM
2_217270739_217279291	2	UC
2_217362391_217365717	1	UC
2_217552337_217560726	7	EM
2_217721282_217734627	11	MM
2_218837220_218846235	4	EM
2_218861928_218888593	4	EM
2_218893262_218902281	11	MM
2_218988939_218991185	8	EM
2_219028060_219031992	8	EM
2_219080697_219087126	2	UC
2_219119543_219131509	2	UC
2_219134749_219135860	3	UC
2_219135861_219159967	5	EM
2_219221459_219242190	5	EM
2_219242191_219248639	1	UC
2_219261830_219266623	2	UC
2_219268837_219288171	2	UC
2_219431826_219434399	3	UC
2_219460443_219473112	2	UC
2_219481482_219497505	2	UC
2_219523455_219534025	4	EM
2_219536177_219537773	2	UC
2_219567778_219579215	2	UC
2_219695712_219699311	1	UC
2_219706527_219732699	6	EM
2_219741660_219751142	5	EM
2_219822117_219830634	8	EM
2_219840370_219862932	7	EM
2_219877410_219908349	2	UC
2_219924073_219929311	5	EM
2_220024772_220037243	6.5	EM
2_220040597_220045150	6	EM
2_220057608_220060532	2	UC
2_220077689_220091102	1.5	UC
2_220091728_220096994	2	UC
2_220107051_220113970	1.5	UC
2_220133863_220160297	4.66666666666667	EM
2_220160298_220164682	4	EM
2_220166130_220192478	4	EM
2_220192479_220198340	12	MM
2_220285999_220296217	8	EM
2_220336207_220365439	1.5	UC
2_220371494_220383596	6	EM
2_220406932_220418319	2.66666666666667	UC
2_220487654_220503907	2	UC
2_222434523_222447200	4	EM
2_223513411_223525853	1	UC
2_223534155_223537563	2	UC
2_223725185_223727564	1	UC
2_223777367_223787348	1	UC
2_224808297_224813602	8	EM
2_224813603_224824289	4	EM
2_224900072_224911856	6	EM
2_225263287_225269031	8	EM
2_225449065_225450853	2	UC
2_225905890_225907285	2	UC
2_227659397_227668143	4	EM
2_227700140_227700340	2	UC
2_228186588_228193240	8	EM
2_228244741_228246927	10	MM
2_228497078_228498486	15	MM
2_228581405_228583031	6	EM
2_228669217_228686033	8	EM
2_228752267_228754365	1	UC
2_230135285_230138369	8	EM
2_230578264_230582780	8	EM
2_230784553_230794215	3	UC
2_230932137_230936181	6	EM
2_231033334_231037959	12	MM
2_231086137_231092708	11.5	MM
2_231280202_231282633	8	EM
2_231577286_231579146	2	UC
2_231723880_231731330	6	EM
2_231819113_231832500	8	EM
2_231849312_231867615	13	MM
2_231900133_231904764	12	MM
2_231914492_231923702	2	UC
2_231986734_231992557	8	EM
2_232259836_232268246	8	EM
2_232322127_232328427	2	UC
2_232340914_232353433	2	UC
2_232561861_232573213	8	EM
2_232644852_232648762	2	UC
2_232650661_232655312	2	UC
2_232780143_232795475	8	EM
2_232818323_232832887	2	UC
2_232861098_232882131	2	UC
2_233265088_233275654	1	UC
2_233320733_233324361	1	UC
2_233348525_233357737	8	EM
2_233414089_233417526	4	EM
2_233468031_233484755	4	EM
2_233639490_233644732	6	EM
2_233717501_233726153	9	EM
2_233877948_233881572	5	EM
2_233885665_233921654	9	EM
2_233921655_233927465	2	UC
2_234118510_234120753	2	UC
2_234179443_234186298	2	UC
2_234215434_234217579	8	EM
2_234258018_234266459	4	EM
2_234474117_234477446	4	EM
2_234625306_234630374	4	EM
2_234825997_234827516	8	EM
2_234954946_234965238	9	EM
2_235397099_235410803	4	EM
2_23600229_23611748	8	EM
2_237169550_237173758	8	EM
2_237474576_237477293	8	EM
2_237992058_237994114	2	UC
2_238390511_238394620	8	EM
2_238498712_238509861	8	EM
2_238509862_238511293	8	EM
2_238532062_238537215	8	EM
2_238703480_238709107	8	EM
2_238766345_238769802	8	EM
2_238871429_238876609	5	EM
2_238966208_238976810	1	UC
2_239107862_239113204	2	UC
2_239134204_239140787	14	MM
2_239147079_239150966	8	EM
2_239195258_239200242	5	EM
2_239224768_239234840	2	UC
2_239330477_239337326	6	EM
2_240081688_240090513	15	MM
2_240319726_240332218	1	UC
2_240962169_240966040	2	UC
2_240966041_240971801	11	MM
2_240981157_240984309	5	EM
2_240984310_240995397	11	MM
2_241074885_241079111	6	EM
2_241079112_241091956	8	EM
2_24148001_24150488	5	EM
2_241505665_241513991	6	EM
2_241805877_241821881	1	UC
2_241831795_241841317	9	EM
2_241897239_241906964	2	UC
2_242038825_242045336	6	EM
2_242082472_242094497	2	UC
2_242119937_242135564	2	UC
2_242253743_242261588	2	UC
2_242289894_242306608	5	EM
2_24229593_24234579	8	EM
2_24250489_24273362	2.5	UC
2_242563102_242581025	1	UC
2_24295863_24302128	2	UC
2_24303775_24318769	1	UC
2_24338033_24348343	2	UC
2_24396269_24400364	13	MM
2_24582136_24584246	4	EM
2_24708192_24718229	6	EM
2_25010820_25017730	3.5	EM
2_25138835_25146662	4	EM
2_25385759_25396981	8	EM
2_25563557_25572377	5	EM
2_26202694_26210615	2	UC
2_262406_274455	1	UC
2_26250367_26264957	2	UC
2_26461512_26474578	1	UC
2_26567709_26580507	6	EM
2_26913230_26942112	4	EM
2_27068597_27073199	8	EM
2_27178447_27194693	2	UC
2_27235655_27241543	2	UC
2_27253488_27256608	4	EM
2_27263510_27279139	2	UC
2_27300221_27304167	8	EM
2_27304168_27310833	5.5	EM
2_27340225_27344913	8	EM
2_27346267_27348910	1	UC
2_27355886_27361424	2	UC
2_27361425_27373992	9	EM
2_27426055_27436470	3	UC
2_27436471_27447046	3	UC
2_27497320_27500997	6	EM
2_27500998_27513111	8	EM
2_27515980_27542086	6	EM
2_27547772_27566130	3	UC
2_27577243_27583742	4	EM
2_27592548_27594383	3	UC
2_27597428_27606356	8	EM
2_27629127_27651061	3	UC
2_27662392_27672550	4.66666666666667	EM
2_27708909_27716590	2	UC
2_27716591_27719257	8	EM
2_27798892_27802155	2	UC
2_27803057_27808708	6	EM
2_27847776_27852533	1	UC
2_27881357_27887506	3	UC
2_27937293_27939466	15	MM
2_283104_287292	8	EM
2_28614158_28624119	8	EM
2_28666022_28687201	3	UC
2_287293_291824	8	EM
2_28973341_28978474	2	UC
2_29005188_29011696	5	EM
2_29115829_29121626	2	UC
2_29177007_29182099	9	EM
2_30142505_30147857	6	EM
2_30360487_30371449	2	UC
2_30452812_30455946	8	EM
2_30665831_30672782	2	UC
2_31377384_31380067	8	EM
2_31454060_31478614	5.5	EM
2_32234278_32238063	1	UC
2_32280111_32295777	1	UC
2_32489728_32500354	12	MM
2_32502385_32503601	4	EM
2_32581582_32588442	2	UC
2_32737565_32758102	2	UC
2_32850318_32856590	2	UC
2_33170204_33173878	8	EM
2_33659866_33661425	4	EM
2_3376791_3385290	2	UC
2_3486045_3506592	1	UC
2_3517384_3523883	1	UC
2_3598905_3621509	1	UC
2_3621510_3627137	2	UC
2_3640063_3650014	8	EM
2_3651725_3655755	8	EM
2_36577978_36589064	6	EM
2_36770420_36781752	15	MM
2_36922772_36924206	8	EM
2_37191997_37200799	2	UC
2_37310635_37314047	2	UC
2_37383293_37385709	2	UC
2_37456039_37469140	1.5	UC
2_37550327_37557924	4	EM
2_37571654_37573788	3	UC
2_37962445_37966342	8	EM
2_38331937_38341057	8	EM
2_38603002_38605427	4	EM
2_38824491_38833092	2	UC
2_38891323_38898411	1	UC
2_38973630_38988104	3	UC
2_39100895_39108722	2	UC
2_39113162_39120672	8	EM
2_39346734_39371804	2	UC
2_39453149_39459164	2	UC
2_39659998_39665402	4	EM
2_39891203_39894535	8	EM
2_40004054_40009380	1	UC
2_42272825_42286079	5	EM
2_42396038_42398533	4	EM
2_42594102_42596953	5	EM
2_42705693_42722895	6	EM
2_42986521_42992919	11	MM
2_43019497_43023786	2	UC
2_43450920_43455070	2	UC
2_43819844_43824037	2	UC
2_43860663_43871938	4	EM
2_44218645_44223307	4	EM
2_44394311_44398623	2	UC
2_44586822_44589983	1.5	UC
2_45154700_45181423	4	EM
2_45835113_45839789	1	UC
2_45874393_45882281	2	UC
2_45900846_45909198	2	UC
2_46765534_46770476	4.5	EM
2_46802614_46808816	8	EM
2_46840295_46845126	2	UC
2_46925849_46928364	5	EM
2_47136568_47147123	3	UC
2_47162856_47170925	3	UC
2_47381056_47382602	4	EM
2_47401901_47408727	2	UC
2_47565841_47579111	8	EM
2_47625896_47636602	1	UC
2_48006445_48011941	1	UC
2_48130849_48134742	2	UC
2_48539228_48543709	8	EM
2_48662849_48668705	5	EM
2_48727101_48736384	5	EM
2_53991454_53997659	1	UC
2_54007995_54017649	2	UC
2_54339451_54349206	1	UC
2_54549028_54557537	5	EM
2_54888688_54892284	3	UC
2_54950262_54955942	2	UC
2_55076086_55083747	2	UC
2_55339661_55340607	4	EM
2_55454475_55460127	1	UC
2_55495938_55497832	1	UC
2_55534347_55538238	3	UC
2_55637605_55651700	3	UC
2_55741036_55748705	2	UC
2_55842508_55853451	2	UC
2_56150106_56158354	8	EM
2_56410512_56417165	5	EM
2_58462621_58470407	2	UC
2_60776977_60783318	6	EM
2_60982956_60986866	2	UC
2_61102532_61110391	6	EM
2_61233133_61248652	1.5	UC
2_61290030_61294435	2	UC
2_61370522_61378699	2	UC
2_62080769_62086434	2	UC
2_62114238_62122912	2	UC
2_62420926_62431743	7	EM
2_63276074_63280297	3	UC
2_63814790_63820622	2.5	UC
2_64052552_64056110	4	EM
2_64066121_64069759	2	UC
2_64245924_64250945	2	UC
2_64370089_64376206	4	EM
2_64676041_64685208	8	EM
2_64750059_64756237	6	EM
2_64974412_64981589	8	EM
2_65213874_65217698	1	UC
2_65280850_65284639	8	EM
2_65356232_65358830	2	UC
2_65452489_65459470	2	UC
2_65659738_65661757	6	EM
2_666488_679231	2	UC
2_66655565_66660927	4	EM
2_66666185_66670392	4	EM
2_68336690_68343908	2	UC
2_68382596_68388611	1.5	UC
2_68543593_68547205	5	EM
2_68575171_68600403	5	EM
2_68691196_68695687	4	EM
2_68868643_68871343	8	EM
2_68905438_68907685	2	UC
2_69097497_69099636	8	EM
2_69179864_69180629	9	EM
2_69200331_69202389	9	EM
2_69234412_69241720	7	EM
2_69611989_69618531	1	UC
2_69664228_69666661	1	UC
2_69946072_69950526	8	EM
2_7004499_7006565	2	UC
2_70054831_70062166	4	EM
2_7006566_7009316	2	UC
2_70108528_70123344	2	UC
2_70123345_70127951	3.5	EM
2_70136383_70143630	5	EM
2_70182638_70194908	11	MM
2_70313150_70316140	2	UC
2_70520221_70528893	2	UC
2_70528894_70531257	2	UC
2_7056902_7059307	2	UC
2_70779529_70792622	8	EM
2_70990316_71000235	1	UC
2_71017214_71020588	7	EM
2_71121897_71140332	8	EM
2_71162889_71168991	1	UC
2_71202287_71206827	12	MM
2_71215399_71238800	2	UC
2_71288219_71294711	1	UC
2_71356189_71358127	1.5	UC
2_71452523_71456310	6	EM
2_73047374_73060937	2	UC
2_73114107_73123895	1	UC
2_73142529_73149002	5	EM
2_73290025_73304627	2	UC
2_73372284_73385007	8	EM
2_73427115_73437405	9	EM
2_73439998_73447891	2	UC
2_73458148_73461406	3.5	EM
2_73507119_73517090	4	EM
2_73520192_73522035	9	EM
2_73611482_73614393	4	EM
2_73962731_73978395	2	UC
2_74006898_74013556	4.5	EM
2_74055227_74060673	2	UC
2_74117980_74121856	2	UC
2_74152686_74159975	2	UC
2_74221435_74234296	4	EM
2_74361314_74362538	15	MM
2_74366447_74377888	1	UC
2_74405339_74407273	2	UC
2_74424144_74427500	1	UC
2_74613721_74622430	2	UC
2_74647743_74659966	4	EM
2_74662750_74671533	6	EM
2_74679386_74682694	2	UC
2_74682695_74686012	7	EM
2_74686013_74700268	5	EM
2_74700269_74701570	6	EM
2_74707986_74715608	5.5	EM
2_74724092_74730955	11	MM
2_74730956_74736767	5	EM
2_74737556_74744112	11	MM
2_74744890_74755003	8	EM
2_74755830_74759481	1	UC
2_74775184_74777504	3.5	EM
2_74782742_74785563	2	UC
2_74873638_74884209	6.5	EM
2_75052482_75074860	2	UC
2_75426286_75427250	5	EM
2_75789175_75796960	8	EM
2_75873721_75876356	2	UC
2_75930851_75939723	9	EM
2_79252279_79255243	11	MM
2_79384459_79397374	11	MM
2_84685737_84692653	1	UC
2_84741895_84749489	2	UC
2_85130697_85133399	11	MM
2_85134085_85145948	5	EM
2_85340687_85365677	4	EM
2_85520234_85532793	4	EM
2_85553989_85556149	8	EM
2_85569111_85588477	1	UC
2_85641313_85648227	8	EM
2_85765298_85769112	1	UC
2_85787962_85789968	3	UC
2_85810445_85814796	8	EM
2_85821241_85824104	2	UC
2_85828521_85831898	4.5	EM
2_85837686_85864539	3.5	EM
2_85888228_85903711	10	MM
2_85909644_85913152	10	MM
2_86115619_86116415	8	EM
2_86329389_86333737	3.5	EM
2_86421583_86427124	3.5	EM
2_86554499_86566810	8	EM
2_86667027_86670287	2	UC
2_86738402_86749580	2	UC
2_86787924_86811297	2	UC
2_86849996_86858875	4	EM
2_87034206_87036499	8	EM
2_8815511_8821098	5	EM
2_8821099_8824736	5	EM
2_88354752_88358194	10	MM
